,0,1,2,3
10000,20899.22250416252,8598.818276096075,2.2332794666290283,2.2332794666290283
10001,20277.88836732396,8747.538351968135,2.1440997123718257,2.2332794666290283
10002,18533.0911559211,9209.421455992364,2.8149194717407227,2.2332794666290283
10003,20620.01226868784,8593.603044405889,3.036559581756592,2.2332794666290283
10004,18804.45971924364,8398.602057517475,2.7132797241210938,2.2332794666290283
10005,19495.36125829832,8481.220196508526,2.6565592288970947,2.2332794666290283
10006,19096.81980140336,9055.808213672351,2.946559429168701,2.2332794666290283
10007,18811.404030264035,9164.959021665125,2.8149194717407227,2.2332794666290283
10008,21459.241887338176,8112.897996773213,5.055739402770996,2.2332794666290283
10009,19051.675488277033,8794.270740357379,3.644099473953247,2.2332794666290283
10010,20757.604017886435,8573.033473558147,2.1340994834899902,2.2332794666290283
10011,20708.536008900133,8386.498819564667,2.294919490814209,2.2332794666290283
10012,19329.358844902494,8718.297122287762,2.395739793777466,2.2332794666290283
