,0,1,2
10000,20899.22250416252,8598.818276096075,2.2332794666290283
10001,20277.88836732396,8747.538351968135,2.1440997123718257
10002,18533.0911559211,9209.421455992364,2.8149194717407227
10003,20620.01226868784,8593.603044405889,3.036559581756592
10004,18804.45971924364,8398.602057517475,2.7132797241210938
10005,19495.36125829832,8481.220196508526,2.6565592288970947
10006,19096.81980140336,9055.808213672351,2.946559429168701
10007,18811.404030264035,9164.959021665125,2.8149194717407227
10008,21459.241887338176,8112.897996773213,5.055739402770996
10009,19051.675488277033,8794.270740357379,3.644099473953247
10010,20757.604017886435,8573.033473558147,2.1340994834899902
10011,20708.536008900133,8386.498819564667,2.294919490814209
10012,19329.358844902494,8718.297122287762,2.395739793777466
10013,20717.70461446089,8507.135048627924,3.396559238433838
10014,19697.90513554921,8650.446946802429,2.547379493713379
10015,19349.125868284067,8700.503385881624,3.644099473953247
10016,20357.72170925536,8399.050829101427,2.946559429168701
10017,19303.901061639743,8945.906626424052,2.8149194717407227
10018,20387.736737934738,8669.033767094632,2.353279590606689
10019,19172.40379442293,8967.481950887297,2.8365590572357178
10020,20510.03853044948,8223.067155333785,2.6657395362854004
10021,20859.5383506856,8142.322749379307,2.615739107131958
10022,21467.13082555966,8045.84779365542,2.7757394313812256
10023,18826.578444915467,8948.309870847972,5.055739402770996
10024,19304.931326748207,8523.539074749735,2.653280019760132
10025,19493.3980637081,8073.9120283172815,4.1065592765808105
10026,20083.498379871708,8678.897687951792,2.8649196624755864
10027,19990.401321839254,8620.509106333284,2.3949193954467773
10028,19049.348290041682,9144.265832265364,5.055739402770996
10029,18892.89468334021,9215.8649886808,4.1065592765808105
10030,19446.98089090998,8538.49697061023,2.395739793777466
10031,19740.543523569024,8236.007760944027,3.195739269256592
10032,19488.54883521288,8684.540748777208,3.644099473953247
10033,21491.96113542528,8161.175577157186,2.5540995597839355
10034,20682.195444498182,8136.0940035579015,3.0541000366210938
10035,21398.734574358863,7936.797031867084,3.2098388671875
10036,19225.439949588297,8924.800416555385,4.1065592765808105
10037,18530.07001144095,9110.65606915648,5.055739402770996
10038,20111.201706246982,9097.973099459316,2.615739107131958
10039,21192.220908482243,8241.778108711507,4.919839382171631
10040,20111.812784354242,8521.115510833704,2.365739345550537
10041,20046.069780051774,8205.335754453065,3.0541000366210938
10042,20652.493048760814,8407.680763755308,2.653280019760132
10043,20518.207292910018,8324.104549782474,3.0541000366210938
10044,19330.37455897028,8854.083512783662,6.04573917388916
10045,21060.748697758878,8732.312867760294,2.615739107131958
10046,20218.36994115703,8273.60772861293,2.615739107131958
10047,18818.554758337305,8879.768944670332,2.7040996551513667
10048,20544.571331645308,8244.232047157342,4.437378883361816
10049,20242.36874948045,8881.400866217962,3.2098388671875
10050,19001.885943696427,8780.798260671609,5.055739402770996
10051,21558.06803899928,8272.912281311857,2.615739107131958
10052,20256.205354233283,8748.216965330352,2.653280019760132
10053,19541.237749158547,9003.375344784381,2.8649196624755864
10054,20669.15127580634,8501.823989779237,3.2098388671875
10055,19241.60966314364,8921.84815160993,3.195739269256592
10056,19433.748493918585,8670.101633482536,2.7132797241210938
10057,20015.417176921987,8677.780667769297,3.365739345550537
10058,20028.401411299707,8765.955060184755,1.9857393503189087
10059,19813.54012895013,8183.143993812552,3.365739345550537
10060,19726.561209090094,8510.234143194406,2.7757394313812256
10061,19542.709227875406,8714.616314363411,2.653280019760132
10062,20803.994080405733,8233.627525121652,4.814919948577881
10063,20879.659495233118,8220.073974961564,3.2098388671875
10064,20234.636696123038,8441.499864514277,3.1581990718841557
10065,19402.13238585752,8677.717978745584,4.1065592765808105
10066,19814.011556570546,8777.557417883114,3.644099473953247
10067,20174.033643151502,8736.945054357546,3.914099931716919
10068,19862.83695349444,8229.698888749175,3.195739269256592
10069,19098.286580515432,9044.121520656407,2.547379493713379
10070,19975.881389024675,8652.898620409847,2.7132797241210938
10071,20535.874294158566,8329.106751141626,2.3449196815490723
10072,20483.500547716634,8585.306837268361,2.1340994834899902
10073,19024.99625737945,8547.526211637496,3.644099473953247
10074,20033.34860429534,8209.089159970275,3.195739269256592
10075,21199.862134502044,7770.042802149258,3.6490192413330083
10076,20244.55668086592,8714.394167093891,2.326559066772461
10077,21806.90233483229,8052.916032910119,3.0541000366210938
10078,21018.825679084814,8033.04529707979,3.2098388671875
10079,21680.19706830765,8001.937863231657,3.0541000366210938
10080,19520.615806775088,8715.95312378157,2.326559066772461
10081,20025.33063122301,8829.022644683999,4.304099559783936
10082,21163.02908189828,8307.95882564142,2.2332794666290283
10083,19060.060344531987,8728.056073920035,2.395739793777466
10084,20891.513850195148,8405.558109055526,2.1340994834899902
10085,21153.028819286432,8321.90942773285,2.2332794666290283
10086,19828.982487986133,8635.546490509963,3.365739345550537
10087,19212.76436168459,9088.0401003914,6.04573917388916
10088,20389.545337505,7960.959196775787,3.6490192413330083
10089,21042.284638001416,7880.084582754273,3.2098388671875
10090,20244.46766634817,8432.633352998158,2.7132797241210938
10091,20641.48343481222,8933.04443761945,2.7757394313812256
10092,19660.24011487897,8599.727580740908,2.7132797241210938
10093,20693.150046198978,8686.283217736727,4.437378883361816
10094,19361.403610533293,8368.093911655891,4.437378883361816
10095,19430.71073866876,8533.861909218736,3.644099473953247
10096,20031.74645642868,8351.174677854522,3.365739345550537
10097,19969.37905638252,8500.725235418371,3.644099473953247
10098,19637.83404492049,8480.089388099559,3.644099473953247
10099,19901.98094318634,8515.958274751696,2.326559066772461
